WELL,MEASUREMENT,ROW_LETTER,ROW_NUMBER,COLUMN_NUMBER,LABEL,KEY,LYSATE,MASTER_MIX,CONCENTRATION,DILUTION,EXP_ID,PLATE_ID,PLATE_READER,REACTION_VOLUME,PLATE_TYPE,PLASMID_MID,TEMPLATE,STANDARD_CURVE_LOT,GAIN,TEST_CONDITION,OPERATOR,VESSEL,PRODUCT,CALCULATED_CONCENTRATION,FINAL_CONCENTRATION_WITH_DILUTION
O21,11.0,O,15,21,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.16930951047439300,
O22,8.0,O,15,22,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.11327864023616602,
O23,6915.0,O,15,23,,Standard - 8,,,128.0,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,Standard - 8,,129.11501888538078000,
O24,6201.0,O,15,24,,Standard - 8,,,128.0,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,Standard - 8,,115.77967176868273000,
P1,7.0,P,16,1,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.09460168349009035,
P2,9.0,P,16,2,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P3,9.0,P,16,3,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P4,9.0,P,16,4,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P5,5.0,P,16,5,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.05724776999793904,
P6,8.0,P,16,6,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.11327864023616602,
P7,8.0,P,16,7,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.11327864023616602,
P8,7.0,P,16,8,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.09460168349009035,
P9,7.0,P,16,9,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.09460168349009035,
P10,9.0,P,16,10,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P11,6.0,P,16,11,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.07592472674401470,
P12,9.0,P,16,12,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P13,11.0,P,16,13,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.16930951047439300,
P14,9.0,P,16,14,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P15,7.0,P,16,15,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.09460168349009035,
P16,7.0,P,16,16,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.09460168349009035,
P17,8.0,P,16,17,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.11327864023616602,
P18,9.0,P,16,18,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
P19,7.0,P,16,19,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.09460168349009035,
P20,8.0,P,16,20,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.11327864023616602,
P21,10.0,P,16,21,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.15063255372831735,
P22,10.0,P,16,22,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.15063255372831735,
P23,6880.0,P,16,23,,Standard - 8,,,128.0,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,Standard - 8,,128.46132539926813000,
P24,9.0,P,16,24,,,,,,,E195,1,TIKTAALIK,,384 well plate Grainer,m9134733,,2026-02-03,50,,P1,,,0.13195559698224169,
A1,864.0,A,1,1,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,17.59603950842797500,3519.20790168559500
A2,758.0,A,1,2,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,15.38119434712322200,3076.23886942464420
A3,997.0,A,1,3,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,20.37504334289525700,4075.00866857905160
A4,702.0,A,1,4,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,14.21108746945278700,2842.21749389055730
A5,776.0,A,1,5,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,15.75730012923157700,3151.46002584631560
A6,696.0,A,1,6,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,14.08571887541666900,2817.14377508333400
A7,875.0,A,1,7,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,17.82588193082752400,3565.17638616550500
A8,683.0,A,1,8,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,13.81408692167174700,2762.81738433434930
A9,938.0,A,1,9,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,19.14225216820676300,3828.45043364135240
A10,649.0,A,1,10,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,13.10366488880041100,2620.73297776008200
A11,587.0,A,1,11,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,11.80818941709385900,2361.63788341877170
A12,706.0,A,1,12,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,14.29466653214353200,2858.93330642870660
A13,680.0,A,1,13,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,13.75140262465368800,2750.28052493073760
A14,704.0,A,1,14,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,14.25287700079816000,2850.57540015963200
A15,656.0,A,1,15,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,13.24992824850921600,2649.98564970184300
A16,676.0,A,1,16,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,13.66782356196294200,2733.56471239258830
A17,500.0,A,1,17,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,9.99034480357014800,1998.06896071402960
A18,706.0,A,1,18,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,14.29466653214353200,2858.93330642870660
A19,567.0,A,1,19,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,11.39029410364013200,2278.05882072802660
A20,476.0,A,1,20,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,9.48887042742567600,1897.77408548513520
A21,633.0,A,1,21,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,12.76934863803743000,2553.86972760748600
A22,741.0,A,1,22,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,15.02598333068755400,3005.19666613751100
A23,445.0,A,1,23,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,8.84113269157240000,1768.22653831448000
A24,638.0,A,1,24,,kingfisher_Ready96,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,12.87382246640086200,2574.76449328017220
B1,415.0,B,2,1,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,8.21428972139181000,3285.71588855672370
B2,372.0,B,2,2,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,7.31581479746629600,2926.32591898651840
B3,468.0,B,2,3,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,9.32171230204418500,3728.68492081767400
B4,359.0,B,2,4,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,7.04418284372137400,2817.67313748854940
B5,394.0,B,2,5,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,7.77549964226539600,3110.19985690615840
B6,356.0,B,2,6,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.98149854670331500,2792.59941868132600
B7,425.0,B,2,7,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,8.42323737811867300,3369.29495124746930
B8,355.0,B,2,8,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.96060378103062850,2784.24151241225130
B9,410.0,B,2,9,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,8.10981589302837800,3243.92635721135100
B10,333.0,B,2,10,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.50091893623152900,2600.36757449261180
B11,315.0,B,2,11,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.12481315412317500,2449.92526164927000
B12,346.0,B,2,12,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.77255088997645150,2709.02035599058100
B13,371.0,B,2,13,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,7.29492003179361000,2917.96801271744400
B14,332.0,B,2,14,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.48002417055884300,2592.00966822353700
B15,315.0,B,2,15,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.12481315412317500,2449.92526164927000
B16,334.0,B,2,16,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.52181370190421550,2608.72548076168640
B17,282.0,B,2,17,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,5.43528588692452600,2174.11435476981070
B18,308.0,B,2,18,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,5.97854979441437100,2391.41991776574830
B19,293.0,B,2,19,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,5.66512830932407600,2266.05132372963040
B20,256.0,B,2,20,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,4.89202197943468150,1956.80879177387260
B21,339.0,B,2,21,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.62628753026764700,2650.51501210705870
B22,343.0,B,2,22,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.70986659295839250,2683.94663718335700
B23,246.0,B,2,23,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,4.68307432270781800,1873.22972908312730
B24,314.0,B,2,24,,kingfisher_Ready96,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Ready96,6.10391838845048900,2441.56735538019570
C1,687.0,C,3,1,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,13.89766598436249200,2779.53319687249860
C2,694.0,C,3,2,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,14.04392934407129600,2808.78586881425900
C3,790.0,C,3,3,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,16.04982684864918600,3209.96536972983700
C4,671.0,C,3,4,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,13.56334973359951000,2712.66994671990230
C5,906.0,C,3,5,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,18.47361966668080000,3694.72393333616000
C6,500.0,C,3,6,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,9.99034480357014800,1998.06896071402960
C7,558.0,C,3,7,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,11.20224121258595500,2240.44824251719100
C8,665.0,C,3,8,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,13.43798113956339300,2687.59622791267840
C9,651.0,C,3,9,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,13.14545442014578400,2629.09088402915680
C10,639.0,C,3,10,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,12.89471723207354800,2578.94344641471000
C11,733.0,C,3,11,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,14.85882520530606300,2971.76504106121270
C12,761.0,C,3,12,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,15.44387864414128000,3088.77572882825600
C13,434.0,C,3,13,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,8.61129026917285000,1722.25805383456990
C14,693.0,C,3,14,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,14.02303457839861000,2804.60691567972200
C15,489.0,C,3,15,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,9.76050238117059800,1952.10047623411970
C16,547.0,C,3,16,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,10.97239879018640500,2194.47975803728100
C17,458.0,C,3,17,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,9.11276464531732200,1822.55292906346430
C18,662.0,C,3,18,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,13.37529684254533400,2675.05936850906660
C19,69.0,C,3,19,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,0.98470079864233660,196.94015972846734
C20,424.0,C,3,20,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,8.40234261244598600,1680.46852248919730
C21,586.0,C,3,21,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,11.78729465142117200,2357.45893028423460
C22,496.0,C,3,22,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,9.90676574087940200,1981.35314817588050
C23,656.0,C,3,23,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,13.24992824850921600,2649.98564970184300
C24,435.0,C,3,24,,kingfisher_Premium,17-L,MMC_17,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,8.63218503484553600,1726.43700696910720
D1,322.0,D,4,1,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.27107651383197950,2508.43060553279200
D2,342.0,D,4,2,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.68897182728570600,2675.58873091428270
D3,391.0,D,4,3,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,7.71281534524733700,3085.12613809893500
D4,340.0,D,4,4,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.64718229594033350,2658.87291837613340
D5,399.0,D,4,5,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,7.87997347062882800,3151.98938825153100
D6,333.0,D,4,6,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.50091893623152900,2600.36757449261180
D7,273.0,D,4,7,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,5.24723299587034900,2098.89319834814000
D8,335.0,D,4,8,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.54270846757690200,2617.08338703076060
D9,295.0,D,4,9,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,5.70691784066944850,2282.76713626777930
D10,373.0,D,4,10,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,7.33670956313898250,2934.68382525559300
D11,328.0,D,4,11,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.39644510786809750,2558.57804314723900
D12,410.0,D,4,12,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,8.10981589302837800,3243.92635721135100
D13,200.0,D,4,13,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,3.72191510176424700,1488.76604070569870
D14,394.0,D,4,14,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,7.77549964226539600,3110.19985690615840
D15,205.0,D,4,15,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,3.82638893012767860,1530.55557205107150
D16,318.0,D,4,16,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,6.18749745114123400,2474.99898045649400
D17,210.0,D,4,17,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,3.93086275849111000,1572.34510339644400
D18,364.0,D,4,18,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,7.14865667208480550,2859.46266883392200
D19,37.0,D,4,19,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,0.31606829711637385,126.42731884654954
D20,215.0,D,4,20,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,4.03533658685454200,1614.13463474181690
D21,273.0,D,4,21,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,5.24723299587034900,2098.89319834814000
D22,240.0,D,4,22,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,4.55770572867170000,1823.08229146868000
D23,294.0,D,4,23,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,5.68602307499676200,2274.40922999870500
D24,234.0,D,4,24,,kingfisher_Premium,17-L,MMC_17,,400.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Premium,4.43233713463558200,1772.93485385423290
E1,800.0,E,5,1,,kingfisher_Economy,17-L,MMD_18,,200.0,E185,1,TIKTAALIK,20.0,384 well plate Grainer,m9134733,plasmid,2026-02-03,50,,P2,kingfisher,Economy,16.25877450537605000,3251.75490107521000
