row_letter,row_number,column_number,label,lysate,master_mix,exp_id,plate_id,plate_reader,reaction_volume,plate_type,plasmid_mid,template,standard_curve_lot,gain,test_condition,operator,vessel,product,well,measurement,key,concentration,dilution,calculated_concentration,final_concentration_with_dilution
G,7,13,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,G13,538,Greiner_Economy,0,400,5.2778,2111.11
G,7,14,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,G14,360,Greiner_Economy,0,400,3.6873,1474.9389
G,7,15,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,control,G15,345,Greiner_control,0,400,3.5533,1421.329
G,7,16,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,G16,392,Greiner_Ready96,0,400,3.9733,1589.3067
G,7,17,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,G17,383,Greiner_Ready96,0,400,3.8929,1557.1408
G,7,18,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Tube,Premium,G18,708,Tube_Premium,0,400,6.7967,2718.6892
G,7,19,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Tube,Economy,G19,682,Tube_Economy,0,400,6.5644,2625.7653
G,7,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,G20,23,,0,1,0.6763,0.6763
G,7,21,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,G21,2925,spike-in,0,20,26.6056,532.1118
G,7,22,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,G22,336,spike-in,0,200,3.4729,694.5815
G,7,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,G23,21,,0,1,0.6584,0.6584
G,7,24,Standard - 4,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 4,,G24,851,Standard - 4,8,1,8.0744,8.0744
H,8,1,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H1,23,,0,1,0.6763,0.6763
H,8,2,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H2,24,,0,1,0.6852,0.6852
H,8,3,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H3,24,,0,1,0.6852,0.6852
H,8,4,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H4,23,,0,1,0.6763,0.6763
H,8,5,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H5,24,,0,1,0.6852,0.6852
H,8,6,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H6,23,,0,1,0.6763,0.6763
H,8,7,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H7,23,,0,1,0.6763,0.6763
H,8,8,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H8,25,,0,1,0.6941,0.6941
H,8,9,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H9,23,,0,1,0.6763,0.6763
H,8,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H10,20,,0,1,0.6495,0.6495
H,8,11,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H11,22,,0,1,0.6673,0.6673
H,8,12,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H12,20,,0,1,0.6495,0.6495
H,8,13,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H13,22,,0,1,0.6673,0.6673
H,8,14,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H14,22,,0,1,0.6673,0.6673
H,8,15,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H15,21,,0,1,0.6584,0.6584
H,8,16,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H16,21,,0,1,0.6584,0.6584
H,8,17,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H17,23,,0,1,0.6763,0.6763
H,8,18,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H18,22,,0,1,0.6673,0.6673
H,8,19,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H19,23,,0,1,0.6763,0.6763
H,8,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H20,22,,0,1,0.6673,0.6673
H,8,21,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H21,22,,0,1,0.6673,0.6673
H,8,22,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H22,22,,0,1,0.6673,0.6673
H,8,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,H23,23,,0,1,0.6763,0.6763
H,8,24,Standard - 4,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 4,,H24,804,Standard - 4,8,1,7.6545,7.6545
I,9,1,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Premium,I1,1093,Greiner_Premium,0,200,10.2367,2047.3387
I,9,2,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,I2,1002,Greiner_Premium,0,200,9.4236,1884.7219
I,9,3,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,I3,1533,Greiner_Economy,0,200,14.1681,2833.6176
I,9,4,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,I4,701,Greiner_Economy,0,200,6.7342,1346.8356
I,9,5,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,I5,698,Greiner_control,0,200,6.7074,1341.4746
I,9,6,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,I6,800,Greiner_Ready96,0,200,7.6187,1523.7484
I,9,7,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,I7,730,Greiner_Ready96,0,200,6.9933,1398.6585
I,9,8,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,I8,1175,Tube_Premium,0,200,10.9694,2193.8725
I,9,9,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,I9,917,Tube_Economy,0,200,8.6641,1732.8271
I,9,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,I10,22,,0,1,0.6673,0.6673
I,9,11,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Premium,I11,520,Greiner_Premium,0,400,5.1169,2046.7781
I,9,12,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,I12,506,Greiner_Premium,0,400,4.9919,1996.7422
I,9,13,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,I13,749,Greiner_Economy,0,400,7.1631,2865.223
I,9,14,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,I14,362,Greiner_Economy,0,400,3.7052,1482.0869
I,9,15,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,I15,324,Greiner_control,0,400,3.3657,1346.2751
I,9,16,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,I16,372,Greiner_Ready96,0,400,3.7946,1517.8268
I,9,17,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,I17,359,Greiner_Ready96,0,400,3.6784,1471.3649
I,9,18,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,I18,583,Tube_Premium,0,400,5.6798,2271.9398
I,9,19,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,I19,428,Tube_Economy,0,400,4.2949,1717.9706
I,9,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,I20,22,,0,1,0.6673,0.6673
I,9,21,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,I21,589,spike-in,0,100,5.7335,573.3459
I,9,22,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,I22,144,spike-in,0,400,1.7574,702.9559
I,9,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,I23,23,,0,1,0.6763,0.6763
I,9,24,Standard - 5,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 5,,I24,1723,Standard - 5,16,1,15.8657,15.8657
J,10,1,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J1,23,,0,1,0.6763,0.6763
J,10,2,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J2,23,,0,1,0.6763,0.6763
J,10,3,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J3,25,,0,1,0.6941,0.6941
J,10,4,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J4,22,,0,1,0.6673,0.6673
J,10,5,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J5,21,,0,1,0.6584,0.6584
J,10,6,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J6,22,,0,1,0.6673,0.6673
J,10,7,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J7,24,,0,1,0.6852,0.6852
J,10,8,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J8,23,,0,1,0.6763,0.6763
J,10,9,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J9,23,,0,1,0.6763,0.6763
J,10,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J10,21,,0,1,0.6584,0.6584
J,10,11,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J11,22,,0,1,0.6673,0.6673
J,10,12,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J12,24,,0,1,0.6852,0.6852
J,10,13,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J13,24,,0,1,0.6852,0.6852
J,10,14,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J14,23,,0,1,0.6763,0.6763
J,10,15,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J15,21,,0,1,0.6584,0.6584
J,10,16,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J16,23,,0,1,0.6763,0.6763
J,10,17,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J17,23,,0,1,0.6763,0.6763
J,10,18,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J18,23,,0,1,0.6763,0.6763
J,10,19,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J19,22,,0,1,0.6673,0.6673
J,10,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J20,22,,0,1,0.6673,0.6673
J,10,21,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J21,22,,0,1,0.6673,0.6673
J,10,22,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J22,22,,0,1,0.6673,0.6673
J,10,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,J23,22,,0,1,0.6673,0.6673
J,10,24,Standard - 5,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 5,,J24,1657,Standard - 5,16,1,15.276,15.276
K,11,1,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Premium,K1,1161,Greiner_Premium,0,200,10.8443,2168.8545
K,11,2,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,K2,1074,Greiner_Premium,0,200,10.0669,2013.3857
K,11,3,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,K3,1169,Greiner_Economy,0,200,10.9158,2183.1505
K,11,4,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,K4,778,Greiner_Economy,0,200,7.4222,1484.4344
K,11,5,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,K5,762,Greiner_control,0,200,7.2792,1455.8425
K,11,6,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,K6,888,Greiner_Ready96,0,200,8.405,1681.0042
K,11,7,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,K7,750,Greiner_Ready96,0,200,7.172,1434.3985
K,11,8,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,K8,1268,Tube_Premium,0,200,11.8003,2360.0632
K,11,9,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,K9,1105,Tube_Economy,0,200,10.3439,2068.7826
K,11,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,K10,24,,0,1,0.6852,0.6852
K,11,11,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Premium,K11,534,Greiner_Premium,0,400,5.242,2096.814
K,11,12,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,K12,538,Greiner_Premium,0,400,5.2778,2111.11
K,11,13,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,K13,541,Greiner_Economy,0,400,5.3046,2121.832
K,11,14,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,K14,372,Greiner_Economy,0,400,3.7946,1517.8268
K,11,15,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,K15,362,Greiner_control,0,400,3.7052,1482.0869
K,11,16,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,K16,417,Greiner_Ready96,0,400,4.1966,1678.6566
K,11,17,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,K17,370,Greiner_Ready96,0,400,3.7767,1510.6788
K,11,18,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,K18,595,Tube_Premium,0,400,5.7871,2314.8277
K,11,19,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,K19,493,Tube_Economy,0,400,4.8757,1950.2802
K,11,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,K20,22,,0,1,0.6673,0.6673
K,11,21,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,K21,630,spike-in,0,100,6.0998,609.9794
K,11,22,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,K22,146,spike-in,0,400,1.7753,710.1039
K,11,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,K23,23,,0,1,0.6763,0.6763
K,11,24,Standard - 6,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 6,,K24,3490,Standard - 6,32,1,31.6539,31.6539
L,12,1,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L1,24,,0,1,0.6852,0.6852
L,12,2,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L2,23,,0,1,0.6763,0.6763
L,12,3,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L3,23,,0,1,0.6763,0.6763
L,12,4,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L4,24,,0,1,0.6852,0.6852
L,12,5,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L5,23,,0,1,0.6763,0.6763
L,12,6,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L6,23,,0,1,0.6763,0.6763
L,12,7,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L7,23,,0,1,0.6763,0.6763
L,12,8,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L8,23,,0,1,0.6763,0.6763
L,12,9,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L9,23,,0,1,0.6763,0.6763
L,12,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L10,22,,0,1,0.6673,0.6673
L,12,11,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L11,23,,0,1,0.6763,0.6763
L,12,12,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L12,23,,0,1,0.6763,0.6763
L,12,13,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L13,23,,0,1,0.6763,0.6763
L,12,14,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L14,23,,0,1,0.6763,0.6763
L,12,15,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L15,23,,0,1,0.6763,0.6763
L,12,16,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L16,23,,0,1,0.6763,0.6763
L,12,17,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L17,23,,0,1,0.6763,0.6763
L,12,18,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L18,23,,0,1,0.6763,0.6763
L,12,19,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L19,23,,0,1,0.6763,0.6763
L,12,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L20,23,,0,1,0.6763,0.6763
L,12,21,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L21,23,,0,1,0.6763,0.6763
L,12,22,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L22,23,,0,1,0.6763,0.6763
L,12,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,L23,22,,0,1,0.6673,0.6673
L,12,24,Standard - 6,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 6,,L24,3601,Standard - 6,32,1,32.6456,32.6456
M,13,1,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Premium,M1,1266,Greiner_Premium,0,200,11.7824,2356.4892
M,13,2,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,M2,1098,Greiner_Premium,0,200,10.2814,2056.2736
M,13,3,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,M3,1110,Greiner_Economy,0,200,10.3886,2077.7176
M,13,4,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,M4,790,Greiner_Economy,0,200,7.5294,1505.8784
M,13,5,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,M5,729,Greiner_control,0,200,6.9844,1396.8715
M,13,6,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,M6,848,Greiner_Ready96,0,200,8.0476,1609.5243
M,13,7,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,M7,751,Greiner_Ready96,0,200,7.1809,1436.1855
M,13,8,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,M8,1366,Tube_Premium,0,200,12.6759,2535.189
M,13,9,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,M9,991,Tube_Economy,0,200,9.3253,1865.0649
M,13,10,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,M10,24,,0,1,0.6852,0.6852
M,13,11,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Premium,M11,580,Greiner_Premium,0,400,5.653,2261.2178
M,13,12,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Premium,M12,541,Greiner_Premium,0,400,5.3046,2121.832
M,13,13,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Economy,M13,534,Greiner_Economy,0,400,5.242,2096.814
M,13,14,,22-L,MMD_28,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Economy,M14,387,Greiner_Economy,0,400,3.9286,1571.4368
M,13,15,,12-L,MMA_7,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,control,M15,354,Greiner_control,0,400,3.6337,1453.4949
M,13,16,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9134733,plasmid,03/10/2026,50,,P6,Greiner,Ready96,M16,384,Greiner_Ready96,0,400,3.9018,1560.7148
M,13,17,,22-L,MMC_27,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Greiner,Ready96,M17,374,Greiner_Ready96,0,400,3.8124,1524.9748
M,13,18,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Premium,M18,638,Tube_Premium,0,400,6.1713,2468.5095
M,13,19,,22-L,MMC_25,E240,1,TUBER-11-DDW,20,384 well plate Grainer,m9229555,linear,03/10/2026,50,,P6,Tube,Economy,M19,447,Tube_Economy,0,400,4.4647,1785.8765
M,13,20,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,M20,23,,0,1,0.6763,0.6763
M,13,21,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,M21,651,spike-in,0,100,6.2874,628.7429
M,13,22,spike-in,spike-in,spike-in,E240,1,TUBER-11-DDW,20,384 well plate Grainer,,spike-in,03/10/2026,50,,P6,spike-in,,M22,157,spike-in,0,400,1.8735,749.4179
M,13,23,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,M23,22,,0,1,0.6673,0.6673
M,13,24,Standard - 7,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,Standard - 7,,M24,7227,Standard - 7,64,1,65.0439,65.0439
N,14,1,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N1,24,,0,1,0.6852,0.6852
N,14,2,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N2,23,,0,1,0.6763,0.6763
N,14,3,,,,E240,1,TUBER-11-DDW,,384 well plate Grainer,,,03/10/2026,50,,P6,,,N3,23,,0,1,0.6763,0.6763
